productImage,productName,productID,productCategory,productPrice,productDescription,,.
https://cdna.pcpartpicker.com/static/forever/images/product/4cca7584d65df7a4e4b5298805e9552f.256p.jpg,AMD Athlon 3000G (14nm),33,CPU,146000,3.5 GHz 2-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/55aea2dd64e2e3a3e3b1d678048d8d76.256p.jpg,AMD Ryzen 5 2600X,34,CPU,347500,3.6 GHz 6-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/43c4d752d1441ed420dd80502e718918.256p.jpg,AMD Ryzen 3 4100,35,CPU,558000,3.8 GHz 4-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/f2cacb6e0f6003d798989357654aff3c.256p.jpg,AMD Threadripper 3970X,36,CPU,600000,3.7 GHz 32-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/bb4c0b72e3f78893b1e5b19ab570b2c1.256p.jpg,AMD Ryzen 9 3950X,37,CPU,7550,3.5 GHz 16-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/3ada9b0ee52763b884f3f76b681846ad.256p.jpg,AMD Threadripper 3960X,38,CPU,4000,3.8 GHz 24-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/0ce96ac1818c47c739db32a18461ef4f.256p.jpg,Intel Core 2 Duo E7300,39,CPU,25000,2.66 GHz 2-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/71be15e31e700684bc9c8fb697bd4f11.256p.jpg,AMD Ryzen 5 1600 (14nm),40,CPU,19500,3.2 GHz 6-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/f4e07d2c312edb86a1afe494ed5cd645.256p.jpg,Intel Core i3-10105,41,CPU,27500,3.7 GHz 4-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/43e2914b40ccb9ab7ce39eb656db3b44.256p.jpg,AMD Ryzen 5 3400G,42,CPU,23500,3.7 GHz 4-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/7d225094c05f3106b9e7aab3873a6631.256p.jpg,AMD Ryzen 7 3800XT,43,CPU,18000,3.9 GHz 8-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/fc7a52f5d0d6ed78e9108673e98ad223.256p.jpg,Intel Celeron G6900,44,CPU,23000,3.4 GHz 2-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/2447958ccca245b5827bf05929f870e6.256p.jpg,AMD Ryzen 5 1600 (12nm),45,CPU,17500,3.2 GHz 6-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/ad2e56d88c77de3053dcc5dada363f58.256p.jpg,AMD Ryzen 3 2200G,46,CPU,35400,3.5 GHz 4-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/f55fe8a2443698085e9d8d2997cc3173.256p.jpg,AMD Athlon 200GE,47,CPU,31000,3.2 GHz 2-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/0d74fb44f832ad674549787311aafa0f.256p.jpg,Intel Core i3-9100F,48,CPU,38350,3.6 GHz 4-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/fee6d8b626235a58c1cc1577e6760118.256p.jpg,AMD Ryzen 7 2700,49,CPU,38000,3.2 GHz 8-Core ,,
https://cdna.pcpartpicker.com/static/forever/images/product/03f161573f98c93ea9f3e36c4254956e.256p.jpg,AMD Ryzen 5 3600,50,CPU,37000,3.6 GHz 6-Core ,,
https://m.media-amazon.com/images/I/51TckKJjtqL.jpg,Cooler Master Hyper 212 RGB Black Edition,51,CPU Cooler,9867,650 - 2000 RPM,,
https://images-na.ssl-images-amazon.com/images/I/41q91XCgtaL.jpg,Cooler Master Hyper 212 Black Edition,52,CPU Cooler,9870,650 - 2000 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/c0affd65cd6738bf7da40dc7bfc85c44.256p.jpg,Corsair iCUE H150i ELITE CAPELLIX,53,CPU Cooler,35483,2400 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/5b6a5e7f4cf456ccf6415235cf7adc99.256p.jpg,Cooler Master MASTERLIQUID ML240L RGB V2,54,CPU Cooler,16585,650 - 1800 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/098f91f23535f45875611413e7b892d6.256p.jpg,NZXT Kraken X53,55,CPU Cooler,26205,500 - 2000 RPM,,
https://m.media-amazon.com/images/I/51kgqhkUNuL.jpg,Noctua NH-D15 chromax.black,56,CPU Cooler,23089,300 - 1500 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/3e80087537051bd56fa7650e7d61516d.256p.jpg,Corsair iCUE H100i ELITE CAPELLIX,57,CPU Cooler,31497,2400 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/8ab57dc3c0eb346c72ef7a2405e31227.256p.jpg,be quiet! Dark Rock Pro 4,58,CPU Cooler,18879,1500 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/26b8fd4167a7e43f82d73cae4c26d565.256p.jpg,NZXT Kraken Z73,59,CPU Cooler,53312,500 - 1800 RPM,,
https://cdna.pcpartpicker.com/static/forever/images/product/2e7811efbb82f51ad2714dc7a2fd7542.256p.jpg,Corsair iCUE H150i ELITE CAPELLIX,60,CPU Cooler,38847,2400 RPM,,
